,dt,PM2.5
250,2015-09-08,51.621212121212125
251,2015-09-09,33.23344947735192
252,2015-09-10,15.78969957081545
253,2015-09-11,121.33807829181495
254,2015-09-12,241.15438596491228
255,2015-09-13,18.700348432055748
256,2015-09-14,60.02880658436214
257,2015-09-15,102.79916317991632
258,2015-09-16,122.6774193548387
259,2015-09-17,146.99242424242425
260,2015-09-18,78.1978417266187
261,2015-09-19,18.443181818181817
262,2015-09-20,84.7867132867133
263,2015-09-21,99.09756097560975
264,2015-09-22,138.07434944237917
265,2015-09-23,30.363636363636363
266,2015-09-24,97.74444444444444
267,2015-09-25,20.44814814814815
268,2015-09-26,31.48421052631579
269,2015-09-27,48.696969696969695
270,2015-09-28,45.68604651162791
271,2015-09-29,44.00790513833992
272,2015-09-30,28.40711462450593
273,2015-10-01,147.13888888888889
274,2015-10-02,125.16287878787878
275,2015-10-03,31.857664233576642
276,2015-10-04,152.3326923076923
277,2015-10-05,34.666666666666664
278,2015-10-06,76.19548872180451
279,2015-10-07,50.32517482517483
280,2015-10-08,39.438661710037174
281,2015-10-09,8.13768115942029
282,2015-10-10,7.523255813953488
283,2015-10-11,128.32234432234432
284,2015-10-12,101.54225352112677
285,2015-10-13,31.136363636363637
286,2015-10-14,95.04676258992805
287,2015-10-15,104.8936170212766
288,2015-10-16,192.57818181818183
289,2015-10-17,290.9268292682927
290,2015-10-18,53.150877192982456
291,2015-10-19,53.12830188679245
292,2015-10-20,75.59298245614035
293,2015-10-21,50.5531914893617
294,2015-10-22,29.426573426573427
295,2015-10-23,50.67482517482517
296,2015-10-24,55.743859649122804
297,2015-10-25,36.34982332155477
298,2015-10-26,32.91843971631206
299,2015-10-27,15.435714285714285
300,2015-10-28,7.843205574912892
301,2015-10-29,7.259786476868327
302,2015-10-30,22.649122807017545
303,2015-10-31,40.01779359430605
304,2015-11-01,36.74295774647887
305,2015-11-02,40.94945848375451
306,2015-11-03,40.88167938931298
307,2015-11-04,134.77606177606177
308,2015-11-05,24.290441176470587
309,2015-11-06,19.7546468401487
310,2015-11-07,103.28919860627178
311,2015-11-08,89.19163763066202
312,2015-11-09,8.48046875
313,2015-11-10,9.824561403508772
314,2015-11-11,101.77272727272727
315,2015-11-12,44.67132867132867
316,2015-11-13,204.06360424028267
317,2015-11-14,264.3900709219858
318,2015-11-15,203.475
319,2015-11-16,58.11743772241993
320,2015-11-17,60.55281690140845
321,2015-11-18,65.8274647887324
322,2015-11-19,74.81052631578947
323,2015-11-20,65.58928571428571
324,2015-11-21,44.97769516728624
325,2015-11-22,52.25964912280702
326,2015-11-23,28.164
327,2015-11-24,33.86281588447653
328,2015-11-25,51.08582089552239
329,2015-11-26,30.088028169014084
330,2015-11-27,199.0791366906475
331,2015-11-28,254.17421602787456
332,2015-11-29,240.07801418439718
333,2015-11-30,307.7170542635659
334,2015-12-01,122.63250883392226
335,2015-12-02,33.548507462686565
336,2015-12-03,69.2925925925926
337,2015-12-04,12.299613899613899
338,2015-12-05,19.985401459854014
339,2015-12-06,8.11923076923077
340,2015-12-07,109.09352517985612
341,2015-12-08,77.6829268292683
342,2015-12-09,8.31060606060606
343,2015-12-10,16.31316725978648
344,2015-12-11,149.62857142857143
345,2015-12-12,121.64808362369338
346,2015-12-13,173.55594405594405
347,2015-12-14,162.56445993031357
348,2015-12-15,7.1535714285714285
349,2015-12-16,7.049645390070922
350,2015-12-17,55.204460966542754
351,2015-12-18,62.13492063492063
352,2015-12-19,119.96515679442508
353,2015-12-20,192.74912891986062
354,2015-12-21,225.85263157894738
355,2015-12-22,286.57347670250897
356,2015-12-23,258.52767527675275
357,2015-12-24,127.94142259414225
358,2015-12-25,462.7489539748954
359,2015-12-26,288.43617021276594
360,2015-12-27,47.52961672473867
361,2015-12-28,108.53003533568905
362,2015-12-29,265.4587813620072
363,2015-12-30,89.41342756183745
364,2015-12-31,58.65055762081784
365,2016-01-01,164.58333333333334
